node_id,canonical_firm_id,canonical_name,node_type,year,direct_exposure,cascading_exposure,dependency_concentration,structural_non_substitutability
2,FIRM_0003,Activision Blizzard,target_entity,2022,0.132071575181689,0.013303788454300566,1.0,0.5
3,FIRM_0004,Alibaba,source_firm,2022,0.0160235061548004,0.1718452932852244,0.10111319201827465,0.07692307692307693
4,FIRM_0005,Alibaba Cloud,target_entity,2022,0.07094451712784464,0.005307537346800157,1.0,0.5
5,FIRM_0006,Alphabet,target_entity,2022,0.0,0.0,1.0,0.5
6,FIRM_0007,Altair Engineering,source_firm,2022,0.02868218075623573,0.11964583715813044,1.0000000000000004,0.5
7,FIRM_0009,Amazon,source_firm,2022,0.021476882482569664,0.11443923237189532,0.5001097393689986,0.3333333333333333
8,FIRM_0012,Amazon Web Services,target_entity,2022,0.0,0.0,0.0,1.0
10,FIRM_0016,Ant Group / Alipay,target_entity,2022,0.0,0.0,0.0,1.0
15,FIRM_0024,BNP Paribas,target_entity,2022,0.0,0.0,0.0,1.0
16,FIRM_0025,BNY Mellon,target_entity,2022,0.0,0.0,0.0,1.0
17,FIRM_0026,Bilibili,target_entity,2022,0.0,0.0,0.0,1.0
19,FIRM_0029,Cainiao,target_entity,2022,0.2551497367468396,0.008171988138948205,1.0,0.5
22,FIRM_0032,Cerner,target_entity,2022,0.2170762171758148,0.0019787709497206705,1.0,0.5
23,FIRM_0033,China Broadcasting Network,target_entity,2022,0.0,0.0,0.0,1.0
24,FIRM_0034,China Mobile,target_entity,2022,0.0,0.0,0.0,1.0
25,FIRM_0035,China Telecom,target_entity,2022,0.0,0.0,0.0,1.0
26,FIRM_0036,China Unicom,target_entity,2022,0.0,0.0,0.0,1.0
27,FIRM_0037,Cloud4C,target_entity,2022,0.0,0.0,0.0,1.0
29,FIRM_0039,Concept Engineering,target_entity,2022,0.08769788824718762,0.009273905111182887,1.0,0.5
31,FIRM_0041,Couchbase,source_firm,2022,0.008605347166799681,0.0,0.35147836191845383,0.2
36,FIRM_0048,Dell Technologies,target_entity,2022,0.03445345439522322,0.00347055350981754,1.0,0.5
38,FIRM_0054,Ernst & Young,target_entity,2022,0.0,0.0,0.0,1.0
41,FIRM_0058,Fitbit,target_entity,2022,0.0013344186184638031,0.0,1.0,0.5
42,FIRM_0059,Flex,target_entity,2022,0.0,0.0,0.0,1.0
43,FIRM_0060,GitHub,target_entity,2022,0.13436847214137054,0.013535158688288404,1.0,0.5
44,FIRM_0062,Google Cloud,target_entity,2022,0.0,0.0,0.0,1.0
45,FIRM_0063,Google DeepMind,target_entity,2022,0.0,0.0,0.0,1.0
47,FIRM_0066,Hercules Capital,target_entity,2022,0.0,0.0,0.0,1.0
48,FIRM_0067,Hewlett Packard Enterprise,target_entity,2022,0.03445345439522322,0.00347055350981754,1.0,0.5
49,FIRM_0069,IBM,source_firm,2022,0.0771622503527622,0.06296944519027711,0.17344395928538736,0.14285714285714285
53,FIRM_0075,JPMorgan Chase,target_entity,2022,0.1317599322493522,0.015270431457881943,1.0,0.5
54,FIRM_0076,JPMorgan Chase Bank,target_entity,2022,0.0,0.0,0.0,1.0
56,FIRM_0079,Kyndryl,target_entity,2022,0.1321037311684135,0.03678067266814998,1.0,0.5
58,FIRM_0081,Lazada,target_entity,2022,0.20011744058575656,0.006409402461920161,1.0,0.5
60,FIRM_0083,Lenovo,target_entity,2022,0.03445345439522322,0.00347055350981754,1.0,0.5
61,FIRM_0084,LinkedIn,target_entity,2022,0.157337441738186,0.015848861028166763,1.0,0.5
63,FIRM_0086,MGM Holdings,target_entity,2022,0.06591760052141647,0.005011272579266255,1.0,0.5
66,FIRM_0091,Mandiant,target_entity,2022,0.003113643443082207,0.0,1.0,0.5
67,FIRM_0092,Mango Excellent Media,target_entity,2022,0.0,0.0,0.0,1.0
68,FIRM_0093,MegaFon,target_entity,2022,0.19177921389468336,0.006142344026006821,1.0,0.5
69,FIRM_0094,Meinian Onehealth,target_entity,2022,0.0,0.0,0.0,1.0
71,FIRM_0097,Microsoft,source_firm,2022,0.034705535098175394,0.2249695727160092,1.0,0.5
72,FIRM_0098,Microsoft Azure,target_entity,2022,0.0,0.0,0.0,1.0
74,FIRM_0100,MongoDB,source_firm,2022,0.02226938746909157,0.03381688649760595,0.225251479542723,0.14285714285714285
80,FIRM_0107,NetApp,target_entity,2022,0.0,0.0,0.0,1.0
81,FIRM_0110,Nuance Communications,target_entity,2022,0.1492983023793006,0.015039065209209338,1.0,0.5
82,FIRM_0113,One Medical,target_entity,2022,0.06591760052141647,0.005011272579266255,1.0,0.5
83,FIRM_0114,Open source community,target_entity,2022,0.0,0.0,0.0,1.0
85,FIRM_0117,Oracle,source_firm,2022,0.0022486033519553074,0.0,1.0,0.5
86,FIRM_0118,Oracle Financial Services Software,target_entity,2022,0.07975906464414408,0.0007270484171322161,1.0,0.5
87,FIRM_0119,Oracle Japan,target_entity,2022,0.07975906464414408,0.0007270484171322161,1.0,0.5
91,FIRM_0123,Polliwog,target_entity,2022,0.0696158494333345,0.007361759727433839,1.0,0.5
92,FIRM_0124,Powersim,target_entity,2022,0.0696158494333345,0.007361759727433839,1.0,0.5
93,FIRM_0125,PricewaterhouseCoopers,target_entity,2022,0.0,0.0,0.0,1.0
94,FIRM_0127,RapidMiner,target_entity,2022,0.08769788824718762,0.009273905111182887,1.0,0.5
95,FIRM_0129,Red Hat,target_entity,2022,0.22725536970230575,0.063273045289265,1.0,0.5
97,FIRM_0131,Rivian,target_entity,2022,0.1252434409906913,0.009521417900605886,1.0,0.5
98,FIRM_0132,SAP,source_firm,2022,0.02147626418287024,0.04562499999999999,0.6449704142011834,0.3333333333333333
99,FIRM_0133,SAP America,target_entity,2022,0.045625,0.002147626418287024,1.0,0.5
100,FIRM_0134,SAP Ariba,target_entity,2022,0.045625,0.002147626418287024,1.0,0.5
102,FIRM_0136,SAP Concur,target_entity,2022,0.045625,0.002147626418287024,1.0,0.5
103,FIRM_0137,SAP Deutschland,target_entity,2022,0.045625,0.002147626418287024,1.0,0.5
104,FIRM_0138,SAP España,target_entity,2022,0.045625,0.002147626418287024,1.0,0.5
105,FIRM_0139,SAP France,target_entity,2022,0.045625,0.002147626418287024,1.0,0.5
106,FIRM_0140,SAP Italia,target_entity,2022,0.045625,0.002147626418287024,1.0,0.5
108,FIRM_0142,SAP Nederland,target_entity,2022,0.045625,0.002147626418287024,1.0,0.5
109,FIRM_0143,SAP Schweiz,target_entity,2022,0.045625,0.002147626418287024,1.0,0.5
112,FIRM_0146,SAP UK,target_entity,2022,0.045625,0.002147626418287024,1.0,0.5
113,FIRM_0148,STO Express,target_entity,2022,0.0,0.0,0.0,1.0
117,FIRM_0153,Silicon Valley Bank,target_entity,2022,0.0,0.0,0.0,1.0
119,FIRM_0155,Snowflake,source_firm,2022,0.00436951316839585,0.0,0.3475432525951557,0.2
120,FIRM_0158,Streamlit,target_entity,2022,0.1077655826026762,0.0018643256185155628,1.0,0.5
121,FIRM_0159,Sun Art Retail,target_entity,2022,0.09505578427823437,0.0030444661694120764,1.0,0.5
122,FIRM_0162,Tencent Cloud,target_entity,2022,0.07094451712784464,0.005307537346800157,1.0,0.5
123,FIRM_0163,Teradata,source_firm,2022,0.03849688602827381,0.06432348216390449,0.19344257350335184,0.1111111111111111
125,FIRM_0165,Toggled,target_entity,2022,0.027123058220779674,0.002868218075623573,1.0,0.5
126,FIRM_0166,Trendyol,target_entity,2022,0.09505578427823437,0.0030444661694120764,1.0,0.5
127,FIRM_0167,VK Company,target_entity,2022,0.22179682998254685,0.007103754395294846,1.0,0.5
130,FIRM_0170,Waymo,target_entity,2022,0.0034250077873904283,0.0,1.0,0.5
131,FIRM_0171,Whole Foods Market,target_entity,2022,0.1290101610204865,0.009807776333706813,1.0,0.5
133,FIRM_0174,World Programming,target_entity,2022,0.08588968436580229,0.00908269057280798,1.0,0.5
134,FIRM_0175,YTO Express,target_entity,2022,0.0,0.0,0.0,1.0
136,FIRM_0177,ZeniMax Media,target_entity,2022,0.11139950254455508,0.011221456348410045,1.0,0.5
137,FIRM_0178,iRobot,target_entity,2022,0.09134296072253426,0.0069441920026975254,1.0,0.5
