node_id,canonical_firm_id,canonical_name,node_type,year,direct_exposure,cascading_exposure,dependency_concentration,structural_non_substitutability,intrinsic_risk,incident_signal,network_criticality,node_vulnerability,direct_exposure_norm,cascading_exposure_norm,dependency_concentration_norm,structural_non_substitutability_norm,composite_risk
2,FIRM_0003,Activision Blizzard,target_entity,2023,0.16073743642788565,0.0195264013285306,1.0,0.5,0.0,0.0,0.06362698658168553,0.015906746645421382,0.9054054054054054,0.8378378378378377,0.7094594594594595,0.41891891891891886,0.8040540540540541
3,FIRM_0004,Alibaba,source_firm,2023,0.0,0.0,0.24135880979879054,0.16666666666666666,0.6333333333333334,0.0,0.285812926642622,0.3881198983273222,0.16891891891891891,0.22972972972972971,0.36486486486486486,0.05405405405405405,0.2087837837837838
4,FIRM_0005,Alibaba Cloud,target_entity,2023,0.0796091609653723,0.012005897714846683,1.0,0.5,0.0,0.0,0.1490624465990257,0.037265611649756426,0.7635135135135136,0.8040540540540541,0.7094594594594595,0.41891891891891886,0.7263513513513514
5,FIRM_0006,Alphabet,target_entity,2023,0.0,0.0,0.6751353602665555,0.3333333333333333,0.0,0.0,0.1143251706570488,0.0285812926642622,0.16891891891891891,0.22972972972972971,0.41891891891891886,0.11486486486486486,0.22567567567567565
6,FIRM_0007,Altair Engineering,source_firm,2023,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16891891891891891,0.22972972972972971,0.1554054054054054,0.8581081081081081,0.24729729729729732
7,FIRM_0009,Amazon,source_firm,2023,0.025096740042413936,0.1387611105933377,0.3399233175425489,0.25,0.5,0.0,0.20653092320850097,0.30163273080212527,0.3918918918918919,0.9864864864864864,0.3918918918918919,0.0945945945945946,0.48108108108108105
8,FIRM_0012,Amazon Web Services,target_entity,2023,0.09043447940751831,0.010897312062482095,1.0,0.5,0.0,0.0,0.10395318381707461,0.025988295954268652,0.7837837837837838,0.7702702702702703,0.7094594594594595,0.41891891891891886,0.7297297297297297
10,FIRM_0016,Ant Group / Alipay,target_entity,2023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16891891891891891,0.22972972972972971,0.1554054054054054,0.8581081081081081,0.24729729729729732
11,FIRM_0017,Anthropic,target_entity,2023,0.09752791629268719,0.00811461261371384,1.0,0.5,0.0,0.0,0.05691311556755455,0.014228278891888638,0.8108108108108109,0.7162162162162161,0.7094594594594595,0.41891891891891886,0.7324324324324324
14,FIRM_0023,Applica,target_entity,2023,0.06461926914001956,0.006113259079662355,1.0,0.5,0.0,0.0,0.053631141882396136,0.013407785470599034,0.6621621621621621,0.7027027027027027,0.7094594594594595,0.41891891891891886,0.6554054054054054
