node_id,canonical_firm_id,canonical_name,node_type,year,direct_exposure,cascading_exposure,dependency_concentration,structural_non_substitutability
2,FIRM_0003,Activision Blizzard,target_entity,2024,0.16775263022781026,0.023106887856001356,1.0,0.5
3,FIRM_0004,Alibaba,source_firm,2024,0.0009636871508379888,0.0,0.3172643543013913,0.2
4,FIRM_0005,Alibaba Cloud,target_entity,2024,0.0871302356379842,0.005206259492090064,1.0,0.5
5,FIRM_0006,Alphabet,target_entity,2024,0.0,0.0,0.6751353602665555,0.3333333333333333
6,FIRM_0007,Altair Engineering,source_firm,2024,0.014816976392017664,0.04115429495817825,1.0,0.5
7,FIRM_0009,Amazon,source_firm,2024,0.03111141849721226,0.16550738311991214,0.3399233175425489,0.25
8,FIRM_0012,Amazon Web Services,target_entity,2024,0.0,0.0,0.0,1.0
10,FIRM_0016,Ant Group / Alipay,target_entity,2024,0.0,0.0,0.0,1.0
11,FIRM_0017,Anthropic,target_entity,2024,0.1163264702748459,0.010059358647431965,1.0,0.5
19,FIRM_0029,Cainiao,target_entity,2024,0.10129346569213842,0.0002409217877094972,1.0,0.5
20,FIRM_0030,Cambridge Semantics,target_entity,2024,0.05415038810286612,0.0028152255144833563,1.0,0.5
22,FIRM_0032,Cerner,target_entity,2024,0.17899231142502833,0.0013266759776536313,1.0,0.5
25,FIRM_0035,China Telecom,target_entity,2024,0.0,0.0,0.0,1.0
31,FIRM_0041,Couchbase,source_firm,2024,0.007136871508379888,0.0,0.22244097826345005,0.16666666666666666
33,FIRM_0044,Daraz,target_entity,2024,0.0769830339260252,0.00018310055865921788,1.0,0.5
36,FIRM_0048,Dell Technologies,target_entity,2024,0.0518822567714877,0.007146460161649904,1.0,0.5
38,FIRM_0054,Ernst & Young,target_entity,2024,0.0,0.0,0.0,1.0
42,FIRM_0059,Flex,target_entity,2024,0.0,0.0,0.0,1.0
43,FIRM_0060,GitHub,target_entity,2024,0.20234080140880203,0.027871194630434627,1.0,0.5
44,FIRM_0062,Google Cloud,target_entity,2024,0.0,0.0,0.0,1.0
45,FIRM_0063,Google DeepMind,target_entity,2024,0.0,0.0,0.0,1.0
46,FIRM_0065,HashiCorp,target_entity,2024,0.18595246569609034,0.01410624501197127,1.0,0.5
48,FIRM_0067,Hewlett Packard Enterprise,target_entity,2024,0.0518822567714877,0.007146460161649904,1.0,0.5
49,FIRM_0069,IBM,source_firm,2024,0.02170191540303272,0.0,0.25146696985803746,0.2
52,FIRM_0073,Intime,target_entity,2024,0.12830505654337532,0.0003051675977653631,1.0,0.5
