node_id,canonical_firm_id,canonical_name,node_type,year,direct_exposure,cascading_exposure,dependency_concentration,structural_non_substitutability
0,FIRM_0001,ADP,target_entity,2025,0.04981489070854781,0.017534535150093514,1.0,0.5
1,FIRM_0002,Accenture,target_entity,2025,0.13933870023235734,0.030908699400527526,0.5555555555555556,0.3333333333333333
2,FIRM_0003,Activision Blizzard,target_entity,2025,0.1719541517639436,0.06068214923264707,1.0,0.5
3,FIRM_0004,Alibaba,source_firm,2025,0.013488456495064478,0.1680437808510923,0.7066326530612242,0.3333333333333333
4,FIRM_0005,Alibaba Cloud,target_entity,2025,0.11936507936507935,0.017832219000578676,1.0,0.5
5,FIRM_0006,Alphabet,target_entity,2025,0.0,0.0,0.6800000000000002,0.3333333333333333
7,FIRM_0009,Amazon,source_firm,2025,0.022987838687156596,0.19177518253773992,0.35156250000000006,0.25
8,FIRM_0012,Amazon Web Services,target_entity,2025,0.12464572269105559,0.22200636561750697,1.0,0.5
9,FIRM_0013,Amdocs,target_entity,2025,0.0795536013350128,0.006909329175192235,1.0,0.5
10,FIRM_0016,Ant Group / Alipay,target_entity,2025,0.0,0.0,0.0,1.0
11,FIRM_0017,Anthropic,target_entity,2025,0.22985674382554167,0.022151290833689035,0.5224977043158862,0.3333333333333333
12,FIRM_0018,Apache Kafka,target_entity,2025,0.0,0.0,0.0,1.0
13,FIRM_0020,Apache Spark,target_entity,2025,0.0,0.0,0.0,1.0
18,FIRM_0027,Bleu,target_entity,2025,0.0,0.0,0.0,1.0
19,FIRM_0029,Cainiao,target_entity,2025,0.07716296059488936,0.002697691299012896,1.0,0.5
21,FIRM_0031,Capgemini,target_entity,2025,0.13933870023235734,0.030908699400527526,0.5555555555555556,0.3333333333333333
22,FIRM_0032,Cerner,target_entity,2025,0.1496551695809531,0.054391433763215986,1.0,0.5
28,FIRM_0038,Cohere,target_entity,2025,0.0,0.0,0.0,1.0
30,FIRM_0040,Confluent,target_entity,2025,0.08952380952380952,0.013374164250434004,1.0,0.5
31,FIRM_0041,Couchbase,source_firm,2025,0.029611410750823866,0.1652728236797434,0.14866112650046168,0.1111111111111111
32,FIRM_0043,Crunchy Data Solutions,target_entity,2025,0.06588950543308994,0.01650879666028505,1.0,0.5
34,FIRM_0046,Databricks,target_entity,2025,0.04981489070854781,0.017534535150093514,1.0,0.5
35,FIRM_0047,Datavolo,target_entity,2025,0.07906740651970792,0.019810555992342063,1.0,0.5
36,FIRM_0048,Dell Technologies,target_entity,2025,0.051586245529183075,0.018204644769794123,1.0,0.5
37,FIRM_0050,Elasticsearch,target_entity,2025,0.0,0.0,0.0,1.0
38,FIRM_0054,Ernst & Young,target_entity,2025,0.0,0.0,0.0,1.0
39,FIRM_0055,Fireworks AI,target_entity,2025,0.0,0.0,0.0,1.0
42,FIRM_0059,Flex,target_entity,2025,0.0,0.0,0.0,1.0
43,FIRM_0060,GitHub,target_entity,2025,0.2063449821167323,0.0728185790791765,1.0,0.5
44,FIRM_0062,Google Cloud,target_entity,2025,0.0,0.0,0.0,1.0
