node_id,canonical_firm_id,canonical_name,node_type,year,direct_exposure,cascading_exposure,dependency_concentration,structural_non_substitutability,intrinsic_risk,incident_signal,network_criticality,node_vulnerability,direct_exposure_norm,cascading_exposure_norm,dependency_concentration_norm,structural_non_substitutability_norm,composite_risk
2,FIRM_0003,Activision Blizzard,target_entity,2024,0.16775263022781026,0.023106887856001356,1.0,0.5,0.0,0.0,0.09210927074044914,0.023027317685112285,0.8611111111111112,0.875,0.7013888888888888,0.4444444444444444,0.7902777777777777
3,FIRM_0004,Alibaba,source_firm,2024,0.0009636871508379888,0.0,0.3172643543013913,0.2,0.65,0.0,0.3206954510742146,0.40517386276855366,0.2777777777777778,0.1736111111111111,0.33333333333333326,0.07638888888888888,0.24791666666666665
4,FIRM_0005,Alibaba Cloud,target_entity,2024,0.0871302356379842,0.005206259492090064,1.0,0.5,0.0,0.0,0.23584022832533114,0.058960057081332784,0.7361111111111112,0.6388888888888888,0.7013888888888888,0.4444444444444444,0.6805555555555555
5,FIRM_0006,Alphabet,target_entity,2024,0.0,0.0,0.6751353602665555,0.3333333333333333,0.0,0.0,0.16034772553710733,0.04008693138427683,0.1388888888888889,0.1736111111111111,0.375,0.11805555555555555,0.19097222222222227
6,FIRM_0007,Altair Engineering,source_firm,2024,0.014816976392017664,0.04115429495817825,1.0,0.5,0.3833333333333333,0.0,0.3733415039199886,0.2850020426466638,0.33333333333333326,0.9722222222222221,0.7013888888888888,0.4444444444444444,0.5458333333333333
7,FIRM_0009,Amazon,source_firm,2024,0.03111141849721226,0.16550738311991214,0.3399233175425489,0.25,0.5833333333333334,0.0,0.2724236872489526,0.3597725884789048,0.4305555555555556,0.9861111111111112,0.3472222222222222,0.09722222222222221,0.49166666666666675
8,FIRM_0012,Amazon Web Services,target_entity,2024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.1736111111111111,0.13194444444444445,0.8819444444444444,0.21875
10,FIRM_0016,Ant Group / Alipay,target_entity,2024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.1736111111111111,0.13194444444444445,0.8819444444444444,0.21875
11,FIRM_0017,Anthropic,target_entity,2024,0.1163264702748459,0.010059358647431965,1.0,0.5,0.0,0.0,0.07693103103157181,0.019232757757892953,0.7777777777777777,0.7638888888888888,0.7013888888888888,0.4444444444444444,0.7263888888888889
19,FIRM_0029,Cainiao,target_entity,2024,0.10129346569213842,0.0002409217877094972,1.0,0.5,0.0,0.0,0.07336104951054155,0.018340262377635388,0.7638888888888888,0.375,0.7013888888888888,0.4444444444444444,0.6416666666666666
20,FIRM_0030,Cambridge Semantics,target_entity,2024,0.05415038810286612,0.0028152255144833563,1.0,0.5,0.0,0.0,0.07798408627377718,0.019496021568444294,0.6180555555555555,0.5902777777777778,0.7013888888888888,0.4444444444444444,0.6118055555555555
22,FIRM_0032,Cerner,target_entity,2024,0.17899231142502833,0.0013266759776536313,1.0,0.5,0.0,0.0,0.077377407709384,0.019344351927346,0.875,0.4305555555555556,0.7013888888888888,0.4444444444444444,0.7083333333333334
25,FIRM_0035,China Telecom,target_entity,2024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.1736111111111111,0.13194444444444445,0.8819444444444444,0.21875
31,FIRM_0041,Couchbase,source_firm,2024,0.007136871508379888,0.0,0.22244097826345005,0.16666666666666666,0.36666666666666664,0.0,0.34399042970034927,0.2693309407584206,0.3055555555555555,0.1736111111111111,0.29166666666666663,0.048611111111111105,0.25069444444444444
33,FIRM_0044,Daraz,target_entity,2024,0.0769830339260252,0.00018310055865921788,1.0,0.5,0.0,0.0,0.07075439762801158,0.017688599407002896,0.6875,0.35416666666666663,0.7013888888888888,0.4444444444444444,0.5993055555555554
36,FIRM_0048,Dell Technologies,target_entity,2024,0.0518822567714877,0.007146460161649904,1.0,0.5,0.0,0.0,0.0716575064145719,0.017914376603642975,0.5625,0.6736111111111112,0.7013888888888888,0.4444444444444444,0.6006944444444444
38,FIRM_0054,Ernst & Young,target_entity,2024,0.0,0.0,0.0,1.0,0.0,0.05506783719074222,0.0,0.013766959297685556,0.1388888888888889,0.1736111111111111,0.13194444444444445,0.8819444444444444,0.21875
42,FIRM_0059,Flex,target_entity,2024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.1736111111111111,0.13194444444444445,0.8819444444444444,0.21875
