year,rank,focal_firm_id,focal_firm_name,node_type,composite_risk,main_risk_driver,direct_exposure_norm,cascading_exposure_norm,dependency_concentration_norm,structural_non_substitutability_norm,n_direct_upstream,n_twohop_upstream,path_type,upstream_firm_id,upstream_firm_name,intermediate_firm_id,intermediate_firm_name,edge_weight,relation_type,spillover_type,risk_language_score,contract_scale_score,no_alternative_flag,investment_flag,upstream_parent_group
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,direct_1hop,FIRM_0004,Alibaba,,,0.4433,investment_target,operational,0.7,1.0,0.0,1.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0016,Ant Group / Alipay,FIRM_0004,Alibaba,0.25566,software_vendor→investment_target,governance→operational,0.7,0.5,1.0,1.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0148,STO Express,FIRM_0004,Alibaba,0.10344,investment_target→investment_target,none→operational,0.0,1.0,0.0,1.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0175,YTO Express,FIRM_0004,Alibaba,0.10344,investment_target→investment_target,none→operational,0.0,1.0,0.0,1.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0026,Bilibili,FIRM_0004,Alibaba,0.10344,investment_target→investment_target,none→operational,0.0,1.0,0.0,1.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0033,China Broadcasting Network,FIRM_0004,Alibaba,0.10344,investment_target→investment_target,none→operational,0.0,1.0,0.0,1.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0094,Meinian Onehealth,FIRM_0004,Alibaba,0.10344,investment_target→investment_target,none→operational,0.0,1.0,0.0,1.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0167,VK Company,FIRM_0004,Alibaba,0.19654,investment_target→investment_target,operational→operational,0.7,1.0,0.0,1.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0035,China Telecom,FIRM_0004,Alibaba,0.0665,cloud_provider→investment_target,governance→operational,0.5,0.0,0.0,0.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0034,China Mobile,FIRM_0004,Alibaba,0.0665,cloud_provider→investment_target,governance→operational,0.5,0.0,0.0,0.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0036,China Unicom,FIRM_0004,Alibaba,0.0665,cloud_provider→investment_target,governance→operational,0.5,0.0,0.0,0.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0092,Mango Excellent Media,FIRM_0004,Alibaba,0.10344,investment_target→investment_target,none→operational,0.0,1.0,0.0,1.0,
2022,4,FIRM_0167,VK Company,target_entity,0.8107,Direct Exposure,0.9762,0.7143,0.6964,0.4048,1,12,cascading_2hop,FIRM_0093,MegaFon,FIRM_0004,Alibaba,0.16994,investment_target→investment_target,operational→operational,0.5,1.0,0.0,1.0,
2022,5,FIRM_0110,Nuance Communications,target_entity,0.8095,Direct Exposure,0.9167,0.8571,0.6964,0.4048,1,4,direct_1hop,FIRM_0097,Microsoft,,,0.4333,subsidiary,operational,0.0,1.0,1.0,1.0,
2022,5,FIRM_0110,Nuance Communications,target_entity,0.8095,Direct Exposure,0.9167,0.8571,0.6964,0.4048,1,4,cascading_2hop,FIRM_0110,Nuance Communications,FIRM_0097,Microsoft,0.18778,subsidiary→subsidiary,operational→operational,0.0,1.0,1.0,1.0,
2022,5,FIRM_0110,Nuance Communications,target_entity,0.8095,Direct Exposure,0.9167,0.8571,0.6964,0.4048,1,4,cascading_2hop,FIRM_0177,ZeniMax Media,FIRM_0097,Microsoft,0.14011,subsidiary→subsidiary,operational→operational,0.3,1.0,0.0,1.0,
2022,5,FIRM_0110,Nuance Communications,target_entity,0.8095,Direct Exposure,0.9167,0.8571,0.6964,0.4048,1,4,cascading_2hop,FIRM_0084,LinkedIn,FIRM_0097,Microsoft,0.19789,subsidiary→subsidiary,operational→operational,0.3,0.5,1.0,1.0,
2022,5,FIRM_0110,Nuance Communications,target_entity,0.8095,Direct Exposure,0.9167,0.8571,0.6964,0.4048,1,4,cascading_2hop,FIRM_0060,GitHub,FIRM_0097,Microsoft,0.169,subsidiary→subsidiary,operational→operational,0.3,0.0,1.0,1.0,
2022,6,FIRM_0079,Kyndryl,target_entity,0.8071,Cascading Exposure,0.8929,0.9048,0.6964,0.4048,1,6,direct_1hop,FIRM_0069,IBM,,,0.4767,partner,financial,0.7,2.0,0.0,0.0,
2022,6,FIRM_0079,Kyndryl,target_entity,0.8071,Cascading Exposure,0.8929,0.9048,0.6964,0.4048,1,6,cascading_2hop,FIRM_0024,BNP Paribas,FIRM_0069,IBM,0.14141,partner→partner,financial→financial,0.1,2.0,0.0,0.0,
2022,6,FIRM_0079,Kyndryl,target_entity,0.8071,Cascading Exposure,0.8929,0.9048,0.6964,0.4048,1,6,cascading_2hop,FIRM_0076,JPMorgan Chase Bank,FIRM_0069,IBM,0.21927,partner→partner,financial→financial,0.2,3.0,0.0,0.0,
2022,6,FIRM_0079,Kyndryl,target_entity,0.8071,Cascading Exposure,0.8929,0.9048,0.6964,0.4048,1,6,cascading_2hop,FIRM_0079,Kyndryl,FIRM_0069,IBM,0.22721,partner→partner,financial→financial,0.7,2.0,0.0,0.0,
2022,6,FIRM_0079,Kyndryl,target_entity,0.8071,Cascading Exposure,0.8929,0.9048,0.6964,0.4048,1,6,cascading_2hop,FIRM_0114,Open source community,FIRM_0069,IBM,0.21291,supplier→partner,operational→financial,0.6,2.0,0.0,0.0,
2022,6,FIRM_0079,Kyndryl,target_entity,0.8071,Cascading Exposure,0.8929,0.9048,0.6964,0.4048,1,6,cascading_2hop,FIRM_0125,PricewaterhouseCoopers,FIRM_0069,IBM,0.23674,partner→partner,governance→financial,0.1,2.0,1.0,0.0,
2022,6,FIRM_0079,Kyndryl,target_entity,0.8071,Cascading Exposure,0.8929,0.9048,0.6964,0.4048,1,6,cascading_2hop,FIRM_0025,BNY Mellon,FIRM_0069,IBM,0.14141,partner→partner,financial→financial,0.1,2.0,0.0,0.0,
2022,7,FIRM_0060,GitHub,target_entity,0.8012,Direct Exposure,0.9048,0.8452,0.6964,0.4048,1,4,direct_1hop,FIRM_0097,Microsoft,,,0.39,subsidiary,operational,0.3,0.0,1.0,1.0,
2022,7,FIRM_0060,GitHub,target_entity,0.8012,Direct Exposure,0.9048,0.8452,0.6964,0.4048,1,4,cascading_2hop,FIRM_0110,Nuance Communications,FIRM_0097,Microsoft,0.169,subsidiary→subsidiary,operational→operational,0.0,1.0,1.0,1.0,
2022,7,FIRM_0060,GitHub,target_entity,0.8012,Direct Exposure,0.9048,0.8452,0.6964,0.4048,1,4,cascading_2hop,FIRM_0177,ZeniMax Media,FIRM_0097,Microsoft,0.1261,subsidiary→subsidiary,operational→operational,0.3,1.0,0.0,1.0,
2022,7,FIRM_0060,GitHub,target_entity,0.8012,Direct Exposure,0.9048,0.8452,0.6964,0.4048,1,4,cascading_2hop,FIRM_0084,LinkedIn,FIRM_0097,Microsoft,0.1781,subsidiary→subsidiary,operational→operational,0.3,0.5,1.0,1.0,
2022,7,FIRM_0060,GitHub,target_entity,0.8012,Direct Exposure,0.9048,0.8452,0.6964,0.4048,1,4,cascading_2hop,FIRM_0060,GitHub,FIRM_0097,Microsoft,0.1521,subsidiary→subsidiary,operational→operational,0.3,0.0,1.0,1.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,direct_1hop,FIRM_0004,Alibaba,,,0.4,subsidiary,security,1.0,0.0,0.0,1.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0016,Ant Group / Alipay,FIRM_0004,Alibaba,0.23067,software_vendor→subsidiary,governance→security,0.7,0.5,1.0,1.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0148,STO Express,FIRM_0004,Alibaba,0.09333,investment_target→subsidiary,none→security,0.0,1.0,0.0,1.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0175,YTO Express,FIRM_0004,Alibaba,0.09333,investment_target→subsidiary,none→security,0.0,1.0,0.0,1.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0026,Bilibili,FIRM_0004,Alibaba,0.09333,investment_target→subsidiary,none→security,0.0,1.0,0.0,1.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0033,China Broadcasting Network,FIRM_0004,Alibaba,0.09333,investment_target→subsidiary,none→security,0.0,1.0,0.0,1.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0094,Meinian Onehealth,FIRM_0004,Alibaba,0.09333,investment_target→subsidiary,none→security,0.0,1.0,0.0,1.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0167,VK Company,FIRM_0004,Alibaba,0.17733,investment_target→subsidiary,operational→security,0.7,1.0,0.0,1.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0035,China Telecom,FIRM_0004,Alibaba,0.06,cloud_provider→subsidiary,governance→security,0.5,0.0,0.0,0.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0034,China Mobile,FIRM_0004,Alibaba,0.06,cloud_provider→subsidiary,governance→security,0.5,0.0,0.0,0.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0036,China Unicom,FIRM_0004,Alibaba,0.06,cloud_provider→subsidiary,governance→security,0.5,0.0,0.0,0.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0092,Mango Excellent Media,FIRM_0004,Alibaba,0.09333,investment_target→subsidiary,none→security,0.0,1.0,0.0,1.0,
2022,8,FIRM_0081,Lazada,target_entity,0.794,Direct Exposure,0.9524,0.6905,0.6964,0.4048,1,12,cascading_2hop,FIRM_0093,MegaFon,FIRM_0004,Alibaba,0.15333,investment_target→subsidiary,operational→security,0.5,1.0,0.0,1.0,
2022,9,FIRM_0075,JPMorgan Chase,target_entity,0.7881,Direct Exposure,0.869,0.869,0.6964,0.4048,1,9,direct_1hop,FIRM_0163,Teradata,,,0.3967,partner,financial,0.1,2.0,0.0,1.0,
2022,9,FIRM_0075,JPMorgan Chase,target_entity,0.7881,Direct Exposure,0.869,0.869,0.6964,0.4048,1,9,cascading_2hop,FIRM_0012,Amazon Web Services,FIRM_0163,Teradata,0.20362,cloud_provider→partner,operational→financial,0.6,2.5,0.0,0.0,
2022,9,FIRM_0075,JPMorgan Chase,target_entity,0.7881,Direct Exposure,0.869,0.869,0.6964,0.4048,1,9,cascading_2hop,FIRM_0048,Dell Technologies,FIRM_0163,Teradata,0.13883,hardware_vendor→partner,operational→financial,0.5,1.5,0.0,0.0,
2022,9,FIRM_0075,JPMorgan Chase,target_entity,0.7881,Direct Exposure,0.869,0.869,0.6964,0.4048,1,9,cascading_2hop,FIRM_0059,Flex,FIRM_0163,Teradata,0.31271,supplier→partner,operational→financial,0.85,2.5,1.0,0.0,
2022,9,FIRM_0075,JPMorgan Chase,target_entity,0.7881,Direct Exposure,0.869,0.869,0.6964,0.4048,1,9,cascading_2hop,FIRM_0059,Flex,FIRM_0163,Teradata,0.31271,supplier→partner,operational→financial,0.85,2.5,1.0,0.0,
2022,9,FIRM_0075,JPMorgan Chase,target_entity,0.7881,Direct Exposure,0.869,0.869,0.6964,0.4048,1,9,cascading_2hop,FIRM_0062,Google Cloud,FIRM_0163,Teradata,0.20362,cloud_provider→partner,operational→financial,0.6,2.5,0.0,0.0,
2022,9,FIRM_0075,JPMorgan Chase,target_entity,0.7881,Direct Exposure,0.869,0.869,0.6964,0.4048,1,9,cascading_2hop,FIRM_0075,JPMorgan Chase,FIRM_0163,Teradata,0.15734,partner→partner,financial→financial,0.1,2.0,0.0,1.0,
2022,9,FIRM_0075,JPMorgan Chase,target_entity,0.7881,Direct Exposure,0.869,0.869,0.6964,0.4048,1,9,cascading_2hop,FIRM_0098,Microsoft Azure,FIRM_0163,Teradata,0.20362,cloud_provider→partner,operational→financial,0.6,2.5,0.0,0.0,
2022,9,FIRM_0075,JPMorgan Chase,target_entity,0.7881,Direct Exposure,0.869,0.869,0.6964,0.4048,1,9,cascading_2hop,FIRM_0107,NetApp,FIRM_0163,Teradata,0.13883,hardware_vendor→partner,operational→financial,0.5,1.5,0.0,0.0,
2022,9,FIRM_0075,JPMorgan Chase,target_entity,0.7881,Direct Exposure,0.869,0.869,0.6964,0.4048,1,9,cascading_2hop,FIRM_0125,PricewaterhouseCoopers,FIRM_0163,Teradata,0.06479,partner→partner,governance→financial,0.1,1.0,0.0,0.0,
2022,10,FIRM_0003,Activision Blizzard,target_entity,0.7869,Direct Exposure,0.881,0.8333,0.6964,0.4048,1,4,direct_1hop,FIRM_0097,Microsoft,,,0.3833,investment_target,governance,0.5,1.0,0.0,1.0,
2022,10,FIRM_0003,Activision Blizzard,target_entity,0.7869,Direct Exposure,0.881,0.8333,0.6964,0.4048,1,4,cascading_2hop,FIRM_0110,Nuance Communications,FIRM_0097,Microsoft,0.16611,subsidiary→investment_target,operational→governance,0.0,1.0,1.0,1.0,
2022,10,FIRM_0003,Activision Blizzard,target_entity,0.7869,Direct Exposure,0.881,0.8333,0.6964,0.4048,1,4,cascading_2hop,FIRM_0177,ZeniMax Media,FIRM_0097,Microsoft,0.12394,subsidiary→investment_target,operational→governance,0.3,1.0,0.0,1.0,
2022,10,FIRM_0003,Activision Blizzard,target_entity,0.7869,Direct Exposure,0.881,0.8333,0.6964,0.4048,1,4,cascading_2hop,FIRM_0084,LinkedIn,FIRM_0097,Microsoft,0.17506,subsidiary→investment_target,operational→governance,0.3,0.5,1.0,1.0,
2022,10,FIRM_0003,Activision Blizzard,target_entity,0.7869,Direct Exposure,0.881,0.8333,0.6964,0.4048,1,4,cascading_2hop,FIRM_0060,GitHub,FIRM_0097,Microsoft,0.1495,subsidiary→investment_target,operational→governance,0.3,0.0,1.0,1.0,
