year,rank,focal_firm_id,focal_firm_name,node_type,composite_risk,main_risk_driver,direct_exposure_norm,cascading_exposure_norm,dependency_concentration_norm,structural_non_substitutability_norm,n_direct_upstream,n_twohop_upstream,path_type,upstream_firm_id,upstream_firm_name,intermediate_firm_id,intermediate_firm_name,edge_weight,relation_type,spillover_type,risk_language_score,contract_scale_score,no_alternative_flag,investment_flag,upstream_parent_group
2024,3,FIRM_0084,LinkedIn,target_entity,0.8542,Direct Exposure,0.9722,0.9167,0.7014,0.4444,1,5,cascading_2hop,FIRM_0110,Nuance Communications,FIRM_0097,Microsoft,0.23899,subsidiary→subsidiary,operational→operational,0.3,1.0,1.0,1.0,
2024,3,FIRM_0084,LinkedIn,target_entity,0.8542,Direct Exposure,0.9722,0.9167,0.7014,0.4444,1,5,cascading_2hop,FIRM_0084,LinkedIn,FIRM_0097,Microsoft,0.20854,subsidiary→subsidiary,operational→operational,0.3,0.5,1.0,1.0,
2024,3,FIRM_0084,LinkedIn,target_entity,0.8542,Direct Exposure,0.9722,0.9167,0.7014,0.4444,1,5,cascading_2hop,FIRM_0060,GitHub,FIRM_0097,Microsoft,0.1781,subsidiary→subsidiary,operational→operational,0.3,0.0,1.0,1.0,
2024,4,FIRM_0060,GitHub,target_entity,0.8306,Direct Exposure,0.9306,0.9028,0.7014,0.4444,1,5,direct_1hop,FIRM_0097,Microsoft,,,0.39,subsidiary,operational,0.3,0.0,1.0,1.0,
2024,4,FIRM_0060,GitHub,target_entity,0.8306,Direct Exposure,0.9306,0.9028,0.7014,0.4444,1,5,cascading_2hop,FIRM_0115,OpenAI,FIRM_0097,Microsoft,0.2015,ai_provider→subsidiary,operational→operational,0.5,0.5,1.0,1.0,
2024,4,FIRM_0060,GitHub,target_entity,0.8306,Direct Exposure,0.9306,0.9028,0.7014,0.4444,1,5,cascading_2hop,FIRM_0003,Activision Blizzard,FIRM_0097,Microsoft,0.1261,subsidiary→subsidiary,operational→operational,0.3,1.0,0.0,1.0,
2024,4,FIRM_0060,GitHub,target_entity,0.8306,Direct Exposure,0.9306,0.9028,0.7014,0.4444,1,5,cascading_2hop,FIRM_0110,Nuance Communications,FIRM_0097,Microsoft,0.2041,subsidiary→subsidiary,operational→operational,0.3,1.0,1.0,1.0,
2024,4,FIRM_0060,GitHub,target_entity,0.8306,Direct Exposure,0.9306,0.9028,0.7014,0.4444,1,5,cascading_2hop,FIRM_0084,LinkedIn,FIRM_0097,Microsoft,0.1781,subsidiary→subsidiary,operational→operational,0.3,0.5,1.0,1.0,
2024,4,FIRM_0060,GitHub,target_entity,0.8306,Direct Exposure,0.9306,0.9028,0.7014,0.4444,1,5,cascading_2hop,FIRM_0060,GitHub,FIRM_0097,Microsoft,0.1521,subsidiary→subsidiary,operational→operational,0.3,0.0,1.0,1.0,
2024,5,FIRM_0129,Red Hat,target_entity,0.8306,Direct Exposure,0.9583,0.8333,0.7014,0.4444,1,4,direct_1hop,FIRM_0069,IBM,,,0.79,subsidiary,operational,0.3,3.0,1.0,1.0,
2024,5,FIRM_0129,Red Hat,target_entity,0.8306,Direct Exposure,0.9583,0.8333,0.7014,0.4444,1,4,cascading_2hop,FIRM_0076,JPMorgan Chase Bank,FIRM_0069,IBM,0.3397,partner→subsidiary,financial→operational,0.1,3.0,0.0,0.0,
2024,5,FIRM_0129,Red Hat,target_entity,0.8306,Direct Exposure,0.9583,0.8333,0.7014,0.4444,1,4,cascading_2hop,FIRM_0087,MOVEit,FIRM_0069,IBM,0.31863,software_vendor→subsidiary,security→operational,0.9,1.0,0.0,0.0,
2024,5,FIRM_0129,Red Hat,target_entity,0.8306,Direct Exposure,0.9583,0.8333,0.7014,0.4444,1,4,cascading_2hop,FIRM_0114,Open source community,FIRM_0069,IBM,0.35287,supplier→subsidiary,operational→operational,0.6,2.0,0.0,0.0,
2024,5,FIRM_0129,Red Hat,target_entity,0.8306,Direct Exposure,0.9583,0.8333,0.7014,0.4444,1,4,cascading_2hop,FIRM_0125,PricewaterhouseCoopers,FIRM_0069,IBM,0.39237,partner→subsidiary,governance→operational,0.1,2.0,1.0,0.0,
2024,6,FIRM_0065,HashiCorp,target_entity,0.8042,Direct Exposure,0.9167,0.8056,0.7014,0.4444,1,4,direct_1hop,FIRM_0069,IBM,,,0.65,subsidiary,operational,0.5,3.0,0.0,1.0,
2024,6,FIRM_0065,HashiCorp,target_entity,0.8042,Direct Exposure,0.9167,0.8056,0.7014,0.4444,1,4,cascading_2hop,FIRM_0076,JPMorgan Chase Bank,FIRM_0069,IBM,0.2795,partner→subsidiary,financial→operational,0.1,3.0,0.0,0.0,
2024,6,FIRM_0065,HashiCorp,target_entity,0.8042,Direct Exposure,0.9167,0.8056,0.7014,0.4444,1,4,cascading_2hop,FIRM_0087,MOVEit,FIRM_0069,IBM,0.26217,software_vendor→subsidiary,security→operational,0.9,1.0,0.0,0.0,
2024,6,FIRM_0065,HashiCorp,target_entity,0.8042,Direct Exposure,0.9167,0.8056,0.7014,0.4444,1,4,cascading_2hop,FIRM_0114,Open source community,FIRM_0069,IBM,0.29033,supplier→subsidiary,operational→operational,0.6,2.0,0.0,0.0,
2024,6,FIRM_0065,HashiCorp,target_entity,0.8042,Direct Exposure,0.9167,0.8056,0.7014,0.4444,1,4,cascading_2hop,FIRM_0125,PricewaterhouseCoopers,FIRM_0069,IBM,0.32283,partner→subsidiary,governance→operational,0.1,2.0,1.0,0.0,
2024,7,FIRM_0003,Activision Blizzard,target_entity,0.7903,Cascading Exposure,0.8611,0.875,0.7014,0.4444,1,5,direct_1hop,FIRM_0097,Microsoft,,,0.3233,subsidiary,operational,0.3,1.0,0.0,1.0,
2024,7,FIRM_0003,Activision Blizzard,target_entity,0.7903,Cascading Exposure,0.8611,0.875,0.7014,0.4444,1,5,cascading_2hop,FIRM_0115,OpenAI,FIRM_0097,Microsoft,0.16706,ai_provider→subsidiary,operational→operational,0.5,0.5,1.0,1.0,
2024,7,FIRM_0003,Activision Blizzard,target_entity,0.7903,Cascading Exposure,0.8611,0.875,0.7014,0.4444,1,5,cascading_2hop,FIRM_0003,Activision Blizzard,FIRM_0097,Microsoft,0.10454,subsidiary→subsidiary,operational→operational,0.3,1.0,0.0,1.0,
2024,7,FIRM_0003,Activision Blizzard,target_entity,0.7903,Cascading Exposure,0.8611,0.875,0.7014,0.4444,1,5,cascading_2hop,FIRM_0110,Nuance Communications,FIRM_0097,Microsoft,0.16921,subsidiary→subsidiary,operational→operational,0.3,1.0,1.0,1.0,
2024,7,FIRM_0003,Activision Blizzard,target_entity,0.7903,Cascading Exposure,0.8611,0.875,0.7014,0.4444,1,5,cascading_2hop,FIRM_0084,LinkedIn,FIRM_0097,Microsoft,0.14766,subsidiary→subsidiary,operational→operational,0.3,0.5,1.0,1.0,
2024,7,FIRM_0003,Activision Blizzard,target_entity,0.7903,Cascading Exposure,0.8611,0.875,0.7014,0.4444,1,5,cascading_2hop,FIRM_0060,GitHub,FIRM_0097,Microsoft,0.1261,subsidiary→subsidiary,operational→operational,0.3,0.0,1.0,1.0,
2024,8,FIRM_0152,Siemens Digital Industries Software,target_entity,0.7861,Direct Exposure,0.9028,0.75,0.7014,0.4444,1,4,direct_1hop,FIRM_0007,Altair Engineering,,,0.6433,investment_target,governance,0.7,1.0,1.0,1.0,
2024,8,FIRM_0152,Siemens Digital Industries Software,target_entity,0.7861,Direct Exposure,0.9028,0.75,0.7014,0.4444,1,4,cascading_2hop,FIRM_0096,Metrics Design Automation,FIRM_0007,Altair Engineering,0.12223,investment_target→investment_target,operational→governance,0.3,0.0,0.0,1.0,
2024,8,FIRM_0152,Siemens Digital Industries Software,target_entity,0.7861,Direct Exposure,0.9028,0.75,0.7014,0.4444,1,4,cascading_2hop,FIRM_0130,Research in Flight,FIRM_0007,Altair Engineering,0.12223,investment_target→investment_target,operational→governance,0.3,0.0,0.0,1.0,
2024,8,FIRM_0152,Siemens Digital Industries Software,target_entity,0.7861,Direct Exposure,0.9028,0.75,0.7014,0.4444,1,4,cascading_2hop,FIRM_0030,Cambridge Semantics,FIRM_0007,Altair Engineering,0.12223,investment_target→investment_target,operational→governance,0.3,0.0,0.0,1.0,
2024,8,FIRM_0152,Siemens Digital Industries Software,target_entity,0.7861,Direct Exposure,0.9028,0.75,0.7014,0.4444,1,4,cascading_2hop,FIRM_0077,KSK Analytics,FIRM_0007,Altair Engineering,0.12223,investment_target→investment_target,operational→governance,0.3,0.0,0.0,1.0,
2024,9,FIRM_0171,Whole Foods Market,target_entity,0.7722,Direct Exposure,0.8472,0.8194,0.7014,0.4444,1,3,direct_1hop,FIRM_0009,Amazon,,,0.4567,subsidiary,operational,0.3,0.5,1.0,1.0,
2024,9,FIRM_0171,Whole Foods Market,target_entity,0.7722,Direct Exposure,0.8472,0.8194,0.7014,0.4444,1,3,cascading_2hop,FIRM_0017,Anthropic,FIRM_0009,Amazon,0.14766,ai_provider→subsidiary,governance→operational,0.3,1.0,0.0,1.0,
2024,9,FIRM_0171,Whole Foods Market,target_entity,0.7722,Direct Exposure,0.8472,0.8194,0.7014,0.4444,1,3,cascading_2hop,FIRM_0131,Rivian,FIRM_0009,Amazon,0.17506,investment_target→subsidiary,performance→operational,0.5,1.0,0.0,1.0,
2024,9,FIRM_0171,Whole Foods Market,target_entity,0.7722,Direct Exposure,0.8472,0.8194,0.7014,0.4444,1,3,cascading_2hop,FIRM_0171,Whole Foods Market,FIRM_0009,Amazon,0.20854,subsidiary→subsidiary,operational→operational,0.3,0.5,1.0,1.0,
2024,10,FIRM_0164,TikTok,target_entity,0.7486,Direct Exposure,0.9444,0.4583,0.7014,0.4444,1,1,direct_1hop,FIRM_0117,Oracle,,,0.7067,customer,operational,0.8,2.0,1.0,0.0,
2024,10,FIRM_0164,TikTok,target_entity,0.7486,Direct Exposure,0.9444,0.4583,0.7014,0.4444,1,1,cascading_2hop,FIRM_0054,Ernst & Young,FIRM_0117,Oracle,0.11542,supplier→customer,governance→operational,0.1,1.0,0.0,0.0,
